Product ID,Product Name,Price,Stock Quantity,Warranty Period,Product Dimensions,Manufacturing Date,Expiration Date,Color/Size Variations,Product Ratings
3SZXVPT3,Smartphone,126.67,97.0,2.0,9x11x19 cm,2023-01-01,2025-01-01,Green/Large,1.0
98GKMJ6S,Monitor,245.41,31.0,1.0,5x19x15 cm,2023-01-01,2026-01-01,Blue/Medium,1.0
3YDP1OPC,Headphones,386.11,92.0,1.0,6x5x15 cm,2023-01-01,2025-01-01,Green/Large,2.0
0C5IMXQW,Laptop,,86.0,3.0,12x15x10 cm,2023-01-01,2024-01-01,Red/Small,3.0
P8PW6NDS,Monitor,83.14,,2.0,6x13x16 cm,2023-07-30,2025-01-01,Red/Small,4.0
MTRYUCAO,Monitor,368.48,45.0,1.0,9x16x13 cm,2023-01-01,2025-01-01,Blue/Medium,4.0
KGGS2EP3,Headphones,241.68,54.0,1.0,17x5x15 cm,2023-01-01,2025-01-01,Green/Large,
4JEW3Y6O,Laptop,348.58,56.0,2.0,13x10x10 cm,2023-03-15,2024-01-01,Green/Large,3.0
RF8TD3MA,Monitor,133.47,10.0,2.0,10x19x17 cm,2023-01-01,2026-01-01,Red/Small,4.0
WY5R3CB9,Monitor,,54.0,3.0,6x17x20 cm,2023-07-30,2025-01-01,Green/Large,
1EJK7XPD,Monitor,457.48,46.0,1.0,13x15x16 cm,2023-03-15,2025-01-01,Blue/Medium,5.0
HQKSJ7Q0,Monitor,182.51,21.0,3.0,19x7x20 cm,2023-01-01,2026-01-01,Green/Large,2.0
K9N2YJR5,Monitor,112.75,48.0,2.0,8x10x17 cm,2023-07-30,2025-01-01,Red/Small,2.0
AKMAA5Y7,Headphones,147.58,60.0,3.0,10x5x17 cm,2023-07-30,2026-01-01,Red/Small,5.0
YGVS3FBT,Headphones,380.45,97.0,1.0,8x13x16 cm,2023-03-15,2025-01-01,Red/Small,2.0
AXCQYHW3,Smartphone,,62.0,2.0,19x17x9 cm,2023-01-01,2026-01-01,Green/Large,
DZBFDVT9,Headphones,160.6,54.0,2.0,11x7x5 cm,2023-07-30,2026-01-01,Green/Large,3.0
BWJ7I7TW,Smartphone,54.75,46.0,3.0,16x15x9 cm,2023-03-15,2025-01-01,Blue/Medium,1.0
ZCAOP283,Monitor,204.02,58.0,3.0,17x9x20 cm,2023-01-01,2024-01-01,Red/Small,4.0
JAAVRYA5,Smartphone,121.52,43.0,1.0,15x16x8 cm,2023-03-15,2024-01-01,Blue/Medium,4.0
XJTNGGLZ,Laptop,476.11,32.0,2.0,9x5x5 cm,2023-07-30,2024-01-01,Green/Large,5.0
ETTKJ9ZR,Headphones,,61.0,1.0,17x7x19 cm,2023-01-01,2026-01-01,Blue/Medium,
ELNWF0U3,Smartphone,499.71,73.0,1.0,16x13x16 cm,2023-07-30,2026-01-01,Red/Small,2.0
YJKX099Q,Headphones,221.4,13.0,2.0,11x17x10 cm,2023-03-15,2026-01-01,Red/Small,5.0
HOKZPRDG,Headphones,387.79,26.0,,8x6x9 cm,2023-03-15,2024-01-01,Blue/Medium,1.0
0I5YR2I2,Laptop,,70.0,1.0,8x6x15 cm,2023-03-15,2024-01-01,Blue/Medium,5.0
L5Y8Z350,Smartphone,54.86,75.0,2.0,5x8x16 cm,2023-01-01,2024-01-01,Red/Small,4.0
9NRZC1W3,Laptop,,20.0,2.0,19x17x13 cm,2023-07-30,2024-01-01,Blue/Medium,3.0
46TOPXED,Monitor,205.35,7.0,2.0,8x9x10 cm,2023-03-15,2025-01-01,Blue/Medium,1.0
FLI1RP1K,Monitor,138.68,90.0,3.0,14x7x9 cm,2023-01-01,2024-01-01,Green/Large,1.0
DF1G7GXK,Laptop,273.44,10.0,3.0,6x14x18 cm,2023-07-30,2024-01-01,Blue/Medium,3.0
74WWNGTJ,Monitor,179.81,84.0,3.0,7x14x17 cm,2023-07-30,2024-01-01,Blue/Medium,3.0
AYC2YL4W,Laptop,454.62,47.0,2.0,14x8x5 cm,2023-07-30,2025-01-01,Blue/Medium,
CIXD9UQW,Laptop,238.07,89.0,1.0,16x11x20 cm,2023-07-30,2025-01-01,Green/Large,4.0
PE4FAIQX,Headphones,377.28,24.0,,8x19x13 cm,2023-03-15,2026-01-01,Red/Small,
X08PU5C3,Laptop,91.1,59.0,1.0,7x9x11 cm,2023-01-01,2024-01-01,Blue/Medium,3.0
5LS1OHPP,Monitor,338.92,61.0,,12x12x8 cm,2023-03-15,2025-01-01,Red/Small,3.0
VFYE0SHZ,Smartphone,88.93,54.0,3.0,11x5x14 cm,2023-01-01,2026-01-01,Blue/Medium,1.0
5U6UTUJX,Laptop,114.45,,2.0,19x6x6 cm,2023-03-15,2026-01-01,Blue/Medium,4.0
K8U5MABL,Laptop,13.73,23.0,1.0,14x16x13 cm,2023-07-30,2024-01-01,Red/Small,5.0
XJN1P9Y7,Monitor,214.5,12.0,2.0,8x15x18 cm,2023-03-15,2024-01-01,Green/Large,5.0
JFUGJB65,Smartphone,11.94,94.0,2.0,11x7x6 cm,2023-03-15,2024-01-01,Blue/Medium,1.0
VF8RHIGE,Smartphone,,100.0,3.0,13x17x14 cm,2023-01-01,2026-01-01,Green/Large,5.0
VEH027R5,Headphones,29.66,17.0,2.0,15x15x20 cm,2023-03-15,2026-01-01,Red/Small,5.0
HC2GFKSW,Monitor,,60.0,3.0,7x7x5 cm,2023-01-01,2026-01-01,Red/Small,4.0
RYLMN3RN,Smartphone,429.09,54.0,3.0,12x6x15 cm,2023-07-30,2025-01-01,Red/Small,4.0
M61HDDOO,Smartphone,31.9,50.0,2.0,16x7x5 cm,2023-03-15,2025-01-01,Green/Large,1.0
HNZLUVBE,Laptop,214.75,9.0,2.0,18x16x13 cm,2023-03-15,2026-01-01,Red/Small,3.0
MC6KGINL,Monitor,42.17,68.0,2.0,18x10x8 cm,2023-03-15,2026-01-01,Blue/Medium,3.0
QMW6CDAW,Headphones,385.4,65.0,1.0,20x16x16 cm,2023-07-30,2025-01-01,Green/Large,3.0
4IO5H89M,Smartphone,354.49,13.0,1.0,16x12x11 cm,2023-03-15,2026-01-01,Red/Small,3.0
35I0TA19,Headphones,176.42,84.0,1.0,19x19x16 cm,2023-03-15,2026-01-01,Blue/Medium,1.0
P2L9ZYJY,Headphones,,,2.0,10x16x20 cm,2023-07-30,2024-01-01,Blue/Medium,4.0
TI92889I,Laptop,306.71,90.0,2.0,18x17x17 cm,2023-01-01,2024-01-01,Red/Small,1.0
RI394BIG,Headphones,211.68,79.0,1.0,13x10x20 cm,2023-01-01,2024-01-01,Blue/Medium,1.0
V0RZNULB,Smartphone,179.95,9.0,2.0,9x7x11 cm,2023-03-15,2025-01-01,Blue/Medium,
D4KEPHWE,Laptop,450.74,74.0,3.0,14x20x20 cm,2023-07-30,2026-01-01,Green/Large,
QRQKM0LJ,Smartphone,144.62,73.0,1.0,18x20x11 cm,2023-01-01,2026-01-01,Red/Small,
47XJRS13,Laptop,,,2.0,20x12x11 cm,2023-07-30,2024-01-01,Red/Small,5.0
SNDKWGHQ,Headphones,,72.0,3.0,11x20x11 cm,2023-03-15,2025-01-01,Red/Small,
XLUNKZ7W,Laptop,136.2,61.0,1.0,20x20x12 cm,2023-01-01,2026-01-01,Green/Large,4.0
BHJBPPC7,Laptop,337.38,14.0,3.0,14x20x11 cm,2023-07-30,2026-01-01,Green/Large,2.0
RHO3GB4K,Monitor,,34.0,3.0,11x13x5 cm,2023-03-15,2026-01-01,Red/Small,
B2HJRE5C,Smartphone,,79.0,,11x6x10 cm,2023-03-15,2025-01-01,Blue/Medium,
BJTRMQNJ,Headphones,406.68,40.0,3.0,7x10x15 cm,2023-03-15,2024-01-01,Blue/Medium,5.0
6SMLRMKF,Laptop,197.23,24.0,1.0,20x11x20 cm,2023-03-15,2024-01-01,Red/Small,2.0
84QMLB2F,Smartphone,,67.0,1.0,7x9x19 cm,2023-01-01,2024-01-01,Green/Large,1.0
ENW8YR5O,Smartphone,,41.0,2.0,13x7x9 cm,2023-03-15,2026-01-01,Red/Small,
3LCBPXA5,Laptop,108.65,32.0,1.0,12x6x8 cm,2023-03-15,2024-01-01,Green/Large,5.0
79GEUC2Q,Laptop,284.36,,3.0,14x9x7 cm,2023-01-01,2025-01-01,Blue/Medium,2.0
BUZRMY7U,Headphones,,,3.0,13x13x18 cm,2023-03-15,2024-01-01,Green/Large,
O2QAVWFG,Laptop,453.58,19.0,1.0,13x20x12 cm,2023-01-01,2025-01-01,Green/Large,2.0
O1M6LGYV,Smartphone,55.04,79.0,2.0,20x11x12 cm,2023-01-01,2024-01-01,Blue/Medium,2.0
LQFMEK43,Monitor,250.05,21.0,2.0,9x20x8 cm,2023-01-01,2024-01-01,Green/Large,1.0
JB672SE8,Headphones,478.18,13.0,3.0,7x14x9 cm,2023-01-01,2024-01-01,Blue/Medium,2.0
ZY8WDECR,Headphones,420.83,38.0,,14x11x10 cm,2023-03-15,2026-01-01,Green/Large,2.0
ZM95FIF0,Monitor,353.75,90.0,3.0,11x20x7 cm,2023-01-01,2024-01-01,Green/Large,
ZULJOR5W,Monitor,31.37,67.0,2.0,17x7x10 cm,2023-07-30,2024-01-01,Blue/Medium,5.0
J67T87RV,Smartphone,399.24,89.0,3.0,15x14x14 cm,2023-03-15,2025-01-01,Blue/Medium,2.0
LMSZL2BE,Monitor,74.46,30.0,3.0,18x12x18 cm,2023-03-15,2024-01-01,Red/Small,5.0
DJMKKNIP,Smartphone,318.58,3.0,2.0,15x14x15 cm,2023-03-15,2025-01-01,Red/Small,3.0
NYJGZ3H9,Laptop,316.5,28.0,3.0,5x8x18 cm,2023-03-15,2026-01-01,Green/Large,4.0
W6BBOPQ7,Monitor,,,2.0,18x18x12 cm,2023-01-01,2025-01-01,Green/Large,
SOXD9YP0,Laptop,445.37,3.0,2.0,15x14x9 cm,2023-03-15,2024-01-01,Red/Small,2.0
2B2URRFC,Headphones,181.75,38.0,3.0,10x16x19 cm,2023-03-15,2026-01-01,Red/Small,
KR30TXWX,Monitor,278.04,48.0,3.0,13x15x19 cm,2023-03-15,2026-01-01,Green/Large,5.0
YR2R2X2G,Smartphone,63.79,14.0,3.0,10x8x20 cm,2023-01-01,2024-01-01,Blue/Medium,4.0
SKS0QF9U,Smartphone,177.09,8.0,1.0,11x9x5 cm,2023-03-15,2026-01-01,Green/Large,2.0
6JOVL3DQ,Laptop,133.18,,1.0,9x7x20 cm,2023-03-15,2024-01-01,Blue/Medium,
SDSX3JDX,Headphones,417.29,92.0,2.0,10x13x8 cm,2023-01-01,2025-01-01,Green/Large,5.0
T0URYSAY,Laptop,499.48,70.0,3.0,8x13x10 cm,2023-07-30,2025-01-01,Red/Small,5.0
YU24JBTK,Smartphone,325.9,41.0,1.0,12x11x18 cm,2023-03-15,2024-01-01,Red/Small,1.0
CK5MU8U8,Smartphone,154.36,66.0,2.0,13x6x19 cm,2023-01-01,2024-01-01,Green/Large,5.0
MEWX2U8D,Monitor,269.96,85.0,1.0,15x9x7 cm,2023-01-01,2025-01-01,Green/Large,1.0
83E10RG1,Laptop,419.19,96.0,1.0,19x11x6 cm,2023-01-01,2024-01-01,Blue/Medium,
YPA60J9J,Smartphone,310.94,90.0,3.0,11x5x17 cm,2023-07-30,2025-01-01,Red/Small,5.0
F01O0LNL,Monitor,142.49,,1.0,5x18x13 cm,2023-03-15,2025-01-01,Blue/Medium,
3G2QKTCJ,Monitor,217.76,63.0,1.0,14x8x5 cm,2023-07-30,2025-01-01,Green/Large,3.0
5WMOAJ4C,Headphones,214.3,88.0,1.0,16x20x16 cm,2023-07-30,2024-01-01,Green/Large,4.0
HJJUQ1HT,Laptop,,99.0,1.0,7x6x18 cm,2023-01-01,2025-01-01,Red/Small,
C2OAAL2Y,Headphones,99.81,27.0,3.0,12x5x9 cm,2023-07-30,2026-01-01,Blue/Medium,1.0
JDCNXPM9,Headphones,249.99,76.0,3.0,10x20x18 cm,2023-03-15,2026-01-01,Red/Small,2.0
42NU4ZGU,Smartphone,,,1.0,20x17x6 cm,2023-03-15,2024-01-01,Green/Large,1.0
0U2D84ZR,Laptop,205.66,20.0,3.0,8x16x9 cm,2023-01-01,2025-01-01,Green/Large,2.0
XQJJCKH7,Smartphone,396.04,45.0,2.0,11x11x19 cm,2023-01-01,2026-01-01,Red/Small,2.0
BURL1IQJ,Headphones,229.36,31.0,3.0,19x17x7 cm,2023-03-15,2025-01-01,Red/Small,2.0
LV4J5I7D,Monitor,380.93,,3.0,7x18x18 cm,2023-07-30,2026-01-01,Green/Large,3.0
9FV3JTZT,Laptop,38.03,16.0,2.0,5x6x13 cm,2023-03-15,2026-01-01,Red/Small,2.0
OECM6UUW,Headphones,75.55,,3.0,19x9x18 cm,2023-03-15,2024-01-01,Blue/Medium,
ZBJU7W1J,Smartphone,294.55,26.0,2.0,20x7x16 cm,2023-07-30,2026-01-01,Blue/Medium,5.0
FAUHJXQF,Monitor,229.8,51.0,3.0,14x19x20 cm,2023-03-15,2026-01-01,Red/Small,4.0
YH2DF5X2,Laptop,377.79,92.0,3.0,8x16x17 cm,2023-01-01,2024-01-01,Red/Small,4.0
3QYKKD6Z,Smartphone,86.29,67.0,1.0,15x19x8 cm,2023-07-30,2024-01-01,Green/Large,2.0
74DMYXI1,Laptop,249.85,6.0,2.0,6x16x5 cm,2023-01-01,2026-01-01,Blue/Medium,3.0
P07X6OKD,Smartphone,156.04,15.0,2.0,12x18x18 cm,2023-07-30,2024-01-01,Blue/Medium,3.0
OAFQ1QBA,Laptop,298.6,55.0,3.0,13x6x14 cm,2023-07-30,2025-01-01,Green/Large,
IWB1DIJB,Laptop,,21.0,,17x14x10 cm,2023-03-15,2026-01-01,Blue/Medium,
QTEIY62U,Smartphone,289.04,71.0,,7x14x19 cm,2023-01-01,2026-01-01,Blue/Medium,3.0
QN0L2X5S,Laptop,176.4,95.0,2.0,18x10x15 cm,2023-03-15,2026-01-01,Red/Small,2.0
40WLTLTW,Smartphone,447.79,38.0,1.0,9x14x11 cm,2023-03-15,2026-01-01,Red/Small,4.0
N9HXYD51,Laptop,418.75,98.0,3.0,18x5x5 cm,2023-01-01,2026-01-01,Red/Small,1.0
3TQVYN9T,Smartphone,471.71,99.0,2.0,5x13x17 cm,2023-07-30,2024-01-01,Green/Large,
U2UZVPTD,Laptop,195.21,11.0,3.0,7x8x15 cm,2023-01-01,2025-01-01,Blue/Medium,1.0
2RDHI6D8,Monitor,181.71,32.0,2.0,15x11x5 cm,2023-07-30,2025-01-01,Green/Large,3.0
WQ7NS9IV,Smartphone,86.25,83.0,1.0,8x12x12 cm,2023-03-15,2024-01-01,Blue/Medium,1.0
01VAV7IB,Laptop,87.91,77.0,1.0,14x16x19 cm,2023-03-15,2024-01-01,Blue/Medium,2.0
B72OVCYT,Headphones,373.32,62.0,3.0,8x5x18 cm,2023-03-15,2025-01-01,Red/Small,3.0
O86SQMB8,Monitor,279.22,66.0,1.0,8x7x11 cm,2023-03-15,2026-01-01,Red/Small,5.0
X0YTU8TO,Headphones,233.84,7.0,3.0,18x13x17 cm,2023-03-15,2026-01-01,Red/Small,
NP4UKKEZ,Smartphone,,59.0,3.0,11x15x11 cm,2023-03-15,2024-01-01,Blue/Medium,2.0
JZ8AIA90,Smartphone,173.82,,3.0,9x11x10 cm,2023-01-01,2024-01-01,Red/Small,2.0
FDMSURPJ,Monitor,,42.0,,11x19x15 cm,2023-01-01,2026-01-01,Blue/Medium,3.0
7EFU0QYZ,Laptop,79.9,,1.0,14x5x16 cm,2023-07-30,2026-01-01,Red/Small,5.0
84RRQC1H,Smartphone,408.44,1.0,3.0,5x16x11 cm,2023-07-30,2026-01-01,Blue/Medium,
Z8U64ZVN,Monitor,345.9,45.0,1.0,20x13x6 cm,2023-01-01,2024-01-01,Red/Small,
J6U84HB3,Laptop,59.6,99.0,1.0,12x20x7 cm,2023-01-01,2024-01-01,Green/Large,1.0
7LBHZP4C,Monitor,135.96,61.0,3.0,19x12x19 cm,2023-03-15,2024-01-01,Blue/Medium,1.0
6JBAH9Q4,Smartphone,401.56,32.0,1.0,14x6x5 cm,2023-03-15,2024-01-01,Blue/Medium,1.0
CURR1Z1M,Smartphone,445.9,18.0,3.0,7x20x12 cm,2023-03-15,2026-01-01,Green/Large,4.0
H7WK7TMO,Laptop,412.02,23.0,2.0,15x18x7 cm,2023-01-01,2025-01-01,Blue/Medium,3.0
6OL3Z9TS,Monitor,75.25,70.0,1.0,5x9x19 cm,2023-07-30,2026-01-01,Blue/Medium,
J6XD4U3K,Smartphone,189.97,34.0,3.0,17x9x9 cm,2023-01-01,2026-01-01,Blue/Medium,4.0
IIWYRAVV,Laptop,280.32,21.0,2.0,9x19x5 cm,2023-03-15,2024-01-01,Blue/Medium,4.0
FQ59XM9I,Monitor,,,2.0,18x10x16 cm,2023-01-01,2025-01-01,Red/Small,
4EUWMEJA,Headphones,141.49,71.0,,20x15x15 cm,2023-03-15,2024-01-01,Green/Large,1.0
PVO9078R,Laptop,,,3.0,15x13x13 cm,2023-07-30,2026-01-01,Blue/Medium,
TVAQ82VA,Laptop,150.68,94.0,1.0,7x6x6 cm,2023-03-15,2025-01-01,Red/Small,4.0
QW0FJISQ,Laptop,328.96,44.0,3.0,19x13x19 cm,2023-07-30,2025-01-01,Green/Large,
QVP516BJ,Monitor,249.36,,2.0,14x15x8 cm,2023-01-01,2026-01-01,Red/Small,4.0
93N1FS32,Laptop,423.82,62.0,3.0,11x15x18 cm,2023-01-01,2024-01-01,Green/Large,4.0
0TACTKSJ,Smartphone,138.24,3.0,,18x5x11 cm,2023-01-01,2024-01-01,Red/Small,3.0
QS7A2JAE,Laptop,211.66,22.0,3.0,8x13x18 cm,2023-03-15,2026-01-01,Blue/Medium,5.0
WTRKBZVS,Monitor,17.33,35.0,2.0,18x11x17 cm,2023-01-01,2024-01-01,Blue/Medium,1.0
KHKQ3CE4,Laptop,251.92,68.0,,18x11x18 cm,2023-07-30,2025-01-01,Blue/Medium,3.0
IFKUZSAR,Monitor,41.11,75.0,1.0,12x18x11 cm,2023-01-01,2025-01-01,Green/Large,5.0
SRU4MNZG,Monitor,455.53,32.0,1.0,8x19x14 cm,2023-03-15,2026-01-01,Blue/Medium,4.0
YM84EVLZ,Laptop,327.7,12.0,3.0,17x18x14 cm,2023-03-15,2026-01-01,Blue/Medium,3.0
RTOEETEA,Laptop,288.85,,3.0,19x14x14 cm,2023-03-15,2024-01-01,Red/Small,3.0
MQN9UWMB,Headphones,,4.0,2.0,12x11x19 cm,2023-07-30,2024-01-01,Red/Small,
4WT0XDB1,Smartphone,426.64,95.0,,6x7x14 cm,2023-01-01,2025-01-01,Blue/Medium,5.0
NA1IYNQO,Monitor,101.76,100.0,2.0,10x15x17 cm,2023-03-15,2025-01-01,Red/Small,4.0
WEGKTVXX,Headphones,485.68,77.0,1.0,15x14x14 cm,2023-03-15,2026-01-01,Green/Large,5.0
KBCMG800,Smartphone,328.69,66.0,3.0,17x19x11 cm,2023-07-30,2026-01-01,Blue/Medium,1.0
VH2EVA9S,Laptop,374.86,4.0,1.0,20x6x11 cm,2023-03-15,2025-01-01,Green/Large,2.0
87DDF35L,Headphones,,68.0,3.0,16x7x13 cm,2023-07-30,2024-01-01,Green/Large,1.0
PJ4QU851,Headphones,368.37,29.0,1.0,6x7x16 cm,2023-03-15,2025-01-01,Red/Small,1.0
2QK3EQ9S,Headphones,441.32,42.0,,5x12x6 cm,2023-03-15,2025-01-01,Red/Small,1.0
BA6UAX5L,Headphones,436.65,25.0,3.0,8x7x12 cm,2023-07-30,2026-01-01,Red/Small,1.0
YZMN8E2F,Monitor,420.74,15.0,2.0,16x6x16 cm,2023-07-30,2026-01-01,Blue/Medium,1.0
YG7UB3AC,Smartphone,300.82,41.0,2.0,7x10x20 cm,2023-01-01,2024-01-01,Blue/Medium,1.0
5S7Q0NZP,Monitor,14.81,85.0,,6x18x10 cm,2023-03-15,2024-01-01,Blue/Medium,3.0
7TX78M7R,Headphones,194.62,70.0,2.0,17x10x15 cm,2023-07-30,2026-01-01,Red/Small,
HX19VC1U,Laptop,329.12,29.0,2.0,14x7x15 cm,2023-07-30,2025-01-01,Blue/Medium,3.0
XVENURSL,Monitor,354.24,89.0,1.0,6x17x5 cm,2023-03-15,2024-01-01,Green/Large,4.0
410VAG9O,Laptop,464.46,57.0,,11x11x18 cm,2023-07-30,2025-01-01,Red/Small,5.0
2RWK1FUJ,Monitor,227.75,,1.0,14x8x10 cm,2023-01-01,2024-01-01,Blue/Medium,
B8P3A859,Laptop,298.21,22.0,2.0,8x7x20 cm,2023-03-15,2024-01-01,Red/Small,5.0
XH83S0E4,Laptop,51.46,36.0,3.0,5x16x8 cm,2023-01-01,2024-01-01,Blue/Medium,2.0
AD1QB5IA,Laptop,,64.0,3.0,17x11x19 cm,2023-07-30,2024-01-01,Blue/Medium,
PRXQDG8A,Smartphone,29.63,34.0,,6x11x5 cm,2023-03-15,2024-01-01,Red/Small,1.0
J99FUTRQ,Smartphone,468.8,21.0,1.0,8x7x16 cm,2023-07-30,2026-01-01,Green/Large,2.0
RD3Q26UB,Smartphone,125.9,85.0,3.0,14x6x9 cm,2023-07-30,2025-01-01,Red/Small,4.0
2TWG1XT2,Smartphone,,71.0,3.0,18x14x7 cm,2023-01-01,2025-01-01,Blue/Medium,5.0
JYGU3CD5,Headphones,195.22,5.0,2.0,11x7x16 cm,2023-03-15,2026-01-01,Blue/Medium,4.0
LYJP5TZ1,Headphones,,,2.0,20x11x8 cm,2023-01-01,2025-01-01,Blue/Medium,3.0
WN3IXH4X,Monitor,176.75,17.0,1.0,9x12x10 cm,2023-07-30,2026-01-01,Blue/Medium,4.0
SGSNU8R0,Monitor,458.22,24.0,2.0,13x7x7 cm,2023-01-01,2025-01-01,Red/Small,2.0
OF0EJVO4,Laptop,287.0,59.0,,8x12x19 cm,2023-07-30,2025-01-01,Blue/Medium,1.0
2S1ITP20,Headphones,267.77,77.0,3.0,9x5x19 cm,2023-03-15,2024-01-01,Blue/Medium,
SHJ8MUIA,Monitor,493.64,65.0,2.0,20x13x13 cm,2023-03-15,2025-01-01,Red/Small,1.0
PYBGYFWW,Smartphone,302.88,98.0,,18x10x8 cm,2023-07-30,2024-01-01,Green/Large,
6P9OXQHG,Headphones,,,1.0,14x19x9 cm,2023-03-15,2025-01-01,Green/Large,4.0
2X03YVSW,Headphones,37.64,,1.0,13x16x14 cm,2023-01-01,2024-01-01,Red/Small,3.0
8D71NRXN,Headphones,70.82,99.0,2.0,5x11x11 cm,2023-07-30,2025-01-01,Green/Large,5.0
ZA6S6WFW,Monitor,274.95,69.0,1.0,15x11x13 cm,2023-07-30,2024-01-01,Blue/Medium,
YWE9QTCR,Smartphone,,,,20x6x6 cm,2023-01-01,2025-01-01,Green/Large,
TKOTDVJW,Headphones,227.52,92.0,3.0,6x10x10 cm,2023-03-15,2024-01-01,Green/Large,
DAUS4TSR,Monitor,41.04,,2.0,8x7x12 cm,2023-03-15,2025-01-01,Green/Large,4.0
VRV6CSOU,Headphones,,27.0,3.0,14x10x13 cm,2023-03-15,2026-01-01,Red/Small,
P09Z3OQI,Monitor,,47.0,3.0,5x5x13 cm,2023-01-01,2024-01-01,Blue/Medium,
WD59DULT,Laptop,417.97,31.0,3.0,15x5x13 cm,2023-03-15,2024-01-01,Blue/Medium,3.0
JT6GA0UU,Laptop,229.23,20.0,1.0,7x20x10 cm,2023-07-30,2025-01-01,Blue/Medium,3.0
MEXKRMKZ,Laptop,248.33,22.0,1.0,9x17x9 cm,2023-01-01,2024-01-01,Green/Large,4.0
497LNRVQ,Laptop,,9.0,3.0,10x15x12 cm,2023-03-15,2026-01-01,Blue/Medium,4.0
OVRT68UT,Smartphone,279.95,100.0,1.0,18x10x12 cm,2023-01-01,2026-01-01,Red/Small,
DXAQS5NA,Laptop,230.89,53.0,3.0,17x18x7 cm,2023-01-01,2026-01-01,Blue/Medium,1.0
8KZ18CFD,Laptop,478.64,57.0,3.0,12x10x20 cm,2023-01-01,2024-01-01,Red/Small,2.0
48GH64AD,Monitor,61.31,56.0,1.0,7x12x10 cm,2023-01-01,2024-01-01,Blue/Medium,
N4N2QCTK,Smartphone,47.81,77.0,1.0,9x14x17 cm,2023-01-01,2026-01-01,Red/Small,4.0
2WY4Z2Y9,Laptop,39.19,78.0,2.0,15x14x8 cm,2023-03-15,2024-01-01,Green/Large,4.0
DPBLC2RN,Headphones,200.89,,1.0,13x5x13 cm,2023-07-30,2025-01-01,Red/Small,4.0
J93IG009,Monitor,391.6,48.0,1.0,15x10x19 cm,2023-03-15,2025-01-01,Green/Large,
PTE25XPU,Smartphone,359.57,83.0,1.0,14x8x5 cm,2023-03-15,2026-01-01,Blue/Medium,5.0
4QME9INE,Smartphone,,,3.0,8x13x13 cm,2023-01-01,2026-01-01,Green/Large,
GS79X88H,Monitor,67.92,71.0,2.0,13x6x6 cm,2023-07-30,2025-01-01,Blue/Medium,
PUEPCE5W,Monitor,220.86,13.0,3.0,9x13x20 cm,2023-01-01,2024-01-01,Red/Small,3.0
X5ZI7ADC,Smartphone,368.33,26.0,1.0,5x17x9 cm,2023-07-30,2024-01-01,Green/Large,1.0
C5D4LN4Q,Laptop,128.69,66.0,3.0,19x15x6 cm,2023-01-01,2026-01-01,Red/Small,2.0
NDK587PD,Laptop,132.23,35.0,1.0,17x16x16 cm,2023-07-30,2024-01-01,Green/Large,3.0
M79SO6L2,Headphones,219.5,3.0,2.0,14x16x16 cm,2023-03-15,2026-01-01,Blue/Medium,3.0
00KRYB2O,Monitor,469.51,78.0,1.0,20x11x10 cm,2023-03-15,2024-01-01,Green/Large,1.0
2OYC1ZH8,Laptop,174.61,76.0,3.0,8x5x13 cm,2023-01-01,2024-01-01,Blue/Medium,1.0
3MZLODY3,Monitor,443.71,61.0,1.0,13x19x5 cm,2023-01-01,2024-01-01,Green/Large,5.0
EBUUOV33,Headphones,261.89,34.0,1.0,10x16x9 cm,2023-03-15,2024-01-01,Green/Large,
IP62DI1D,Headphones,155.08,6.0,1.0,6x11x5 cm,2023-01-01,2026-01-01,Red/Small,
KRVNKWPO,Monitor,139.24,48.0,1.0,12x8x5 cm,2023-01-01,2026-01-01,Green/Large,4.0
AYBSCRVH,Laptop,235.62,92.0,1.0,14x12x7 cm,2023-07-30,2024-01-01,Red/Small,1.0
M16ZC76U,Headphones,333.43,16.0,3.0,11x12x7 cm,2023-01-01,2026-01-01,Green/Large,2.0
SSPE5UWZ,Headphones,288.64,6.0,1.0,11x5x7 cm,2023-01-01,2025-01-01,Blue/Medium,4.0
I219RA2J,Monitor,26.83,93.0,3.0,7x19x12 cm,2023-01-01,2026-01-01,Green/Large,5.0
SGLBLPK2,Monitor,302.04,52.0,3.0,19x18x10 cm,2023-07-30,2024-01-01,Green/Large,5.0
1K4GQZCM,Headphones,81.93,10.0,2.0,10x15x5 cm,2023-07-30,2025-01-01,Blue/Medium,
VJJQAWQ7,Laptop,294.44,12.0,3.0,15x7x8 cm,2023-03-15,2024-01-01,Red/Small,2.0
PEOQN8DE,Monitor,98.71,19.0,1.0,8x18x10 cm,2023-07-30,2025-01-01,Blue/Medium,
F74T12YP,Laptop,,33.0,1.0,9x12x12 cm,2023-03-15,2026-01-01,Blue/Medium,5.0
2IK95NCM,Laptop,176.94,68.0,1.0,18x17x19 cm,2023-01-01,2026-01-01,Blue/Medium,2.0
1P620Z0S,Headphones,188.82,62.0,1.0,16x9x7 cm,2023-03-15,2024-01-01,Green/Large,4.0
MRXJG4OH,Smartphone,,66.0,2.0,8x9x9 cm,2023-01-01,2025-01-01,Red/Small,1.0
OGVX40S4,Monitor,141.63,29.0,1.0,10x5x18 cm,2023-01-01,2025-01-01,Red/Small,2.0
